ID,name,location,jobrole,department,language,author,keyword
100355,John Smith355,Houston,Sales Manager,Sales,French,James Cook...344,Powerpoint Presentation
100356,John Smith356,Austin,Sales Rep,Sales,French,James Cook...345,Powerpoint Presentation
100357,John Smith357,Seattle,Trainer,Training,German,James Cook...346,LMS
100358,John Smith358,San Francisco,Technical Writer,Training,French,James Cook...347,*
100359,John Smith359,Atlanta,Trainer,Training,French,James Cook...348,LMS
100360,John Smith360,Denver,Traning Manager,Training,French,James Cook...349,*
100361,John Smith361,Portland,IT Support,Transportation,French,James Cook...350,ETL
100362,John Smith362,Miami,Delivery,Transportation,Spanish,James Cook...351,*
100363,John Smith363,Orlando,Transportation Manager,Transportation,French,James Cook...352,*
100364,John Smith364,Charlotte,Delivery,Transportation,French,James Cook...353,*
100365,John Smith365,Chicago,Accountant,Accounting,French,James Cook...354,GAAP
100366,John Smith366,Manchester,Accounting Manager,Accounting,French,James Cook...355,GAAP
100367,John Smith367,Tucson,Accountant,Accounting,Spanish,James Cook...356,GAAP
100368,John Smith368,Cincinati,Technical Support,Accounting,French,James Cook...357,ETL
100369,John Smith369,Baltimore,Forecaster,Finance,French,James Cook...358,Predictive Analysis
100370,John Smith370,New Jersey,Investment,Finance,French,James Cook...359,VAR
100371,John Smith371,Honolulu,Investment,Finance,French,James Cook...360,VAR
100372,John Smith372,Fairbanks,Technical Support,Finance,French,James Cook...361,ETL
100373,John Smith373,Anchorage,Recruiter,Human Resources,French,James Cook...362,ATS
100374,John Smith374,Salt Lake City,Recruiter,Human Resources,French,James Cook...363,ATS
100375,John Smith375,San Diego,Hiring Manager,Human Resources,French,James Cook...364,*
100376,John Smith376,Boston,HR Manager,Human Resources,French,James Cook...365,*
100377,John Smith377,New York,Planning,Operations,French,James Cook...366,*
100378,John Smith378,Los Angeles,IT Support,Operations,French,James Cook...367,ETL
100379,John Smith379,Phoenix,Planning,Operations,French,James Cook...368,*
100380,John Smith380,Houston,IT Support,Operations,French,James Cook...369,*
100381,John Smith381,Austin,Sales Rep,Sales,French,James Cook...370,Powerpoint Presentation
100382,John Smith382,Seattle,Senior Sales Rep,Sales,German,James Cook...371,Powerpoint Presentation
100383,John Smith383,San Francisco,Sales Manager,Sales,French,James Cook...372,Powerpoint Presentation
100384,John Smith384,Atlanta,Sales Rep,Sales,French,James Cook...373,Powerpoint Presentation
100385,John Smith385,Denver,Trainer,Training,French,James Cook...374,LMS
100386,John Smith386,Portland,Technical Writer,Training,French,James Cook...375,*
100387,John Smith387,Miami,Trainer,Training,Spanish,James Cook...376,LMS
100388,John Smith388,Orlando,Traning Manager,Training,French,James Cook...377,*
100389,John Smith389,Charlotte,IT Support,Transportation,French,James Cook...378,*
100390,John Smith390,Chicago,Delivery,Transportation,French,James Cook...379,*
100391,John Smith391,Manchester,Transportation Manager,Transportation,French,James Cook...380,*
100392,John Smith392,Tucson,Delivery,Transportation,Spanish,James Cook...381,*
100393,John Smith393,Cincinati,Accountant,Accounting,French,James Cook...382,GAAP
100394,John Smith394,Baltimore,Accounting Manager,Accounting,French,James Cook...383,GAAP
100395,John Smith395,New Jersey,Accountant,Accounting,French,James Cook...384,GAAP
100396,John Smith396,Honolulu,Technical Support,Accounting,French,James Cook...385,*
100397,John Smith397,Fairbanks,Forecaster,Finance,French,James Cook...386,Predictive Analysis
100398,John Smith398,Anchorage,Investment,Finance,French,James Cook...387,VAR
100399,John Smith399,Salt Lake City,Investment,Finance,French,James Cook...475,VAR
100400,John Smith400,San Diego,Technical Support,Finance,French,James Cook...476,*
100401,John Smith401,Boston,Recruiter,Human Resources,French,James Cook...477,ATS
100402,John Smith402,New York,Recruiter,Human Resources,French,James Cook...478,ATS
100403,John Smith403,Los Angeles,Hiring Manager,Human Resources,French,James Cook...479,*
100404,John Smith404,Phoenix,HR Manager,Human Resources,French,James Cook...480,*
100405,John Smith405,Houston,Planning,Operations,French,James Cook...481,*
100406,John Smith406,Austin,IT Support,Operations,French,James Cook...482,*
100407,John Smith407,Seattle,Planning,Operations,German,James Cook...483,*
100408,John Smith408,San Francisco,IT Support,Operations,French,James Cook...484,*
100409,John Smith409,Atlanta,Sales Rep,Sales,French,James Cook...485,Powerpoint Presentation
100410,John Smith410,Denver,Senior Sales Rep,Sales,French,James Cook...486,*
100411,John Smith411,Portland,Sales Manager,Sales,French,James Cook...487,*
100412,John Smith412,Miami,Sales Rep,Sales,Spanish,James Cook...488,*
100413,John Smith413,Orlando,Trainer,Training,French,James Cook...489,LMS
100414,John Smith414,Charlotte,Technical Writer,Training,French,James Cook...490,*
100415,John Smith415,Chicago,Trainer,Training,French,James Cook...491,LMS
100416,John Smith416,Manchester,Traning Manager,Training,French,James Cook...492,*
100417,John Smith417,Tucson,IT Support,Transportation,Spanish,James Cook...493,*
100418,John Smith418,Cincinati,Delivery,Transportation,French,James Cook...494,*
100419,John Smith419,Baltimore,Transportation Manager,Transportation,French,James Cook...495,*
100420,John Smith420,New Jersey,Delivery,Transportation,French,James Cook...496,*
100421,John Smith421,Honolulu,Accountant,Accounting,French,James Cook...497,GAAP
100422,John Smith422,Fairbanks,Accounting Manager,Accounting,French,James Cook...498,GAAP
100423,John Smith423,Anchorage,Accountant,Accounting,French,James Cook...499,GAAP
100424,John Smith424,Salt Lake City,Technical Support,Accounting,French,James Cook...500,*
100425,John Smith425,San Diego,Forecaster,Finance,French,Mary Blackwell...1,Predictive Analysis
100426,John Smith426,Boston,Investment,Finance,French,Mary Blackwell...2,VAR
100427,John Smith427,New York,Investment,Finance,French,Mary Blackwell...3,*
100428,John Smith428,Los Angeles,Technical Support,Finance,French,Mary Blackwell...4,*
100429,John Smith429,Phoenix,Recruiter,Human Resources,French,Mary Blackwell...5,ATS
100430,John Smith430,Houston,Recruiter,Human Resources,French,Mary Blackwell...6,ATS
100431,John Smith431,Austin,Hiring Manager,Human Resources,French,Mary Blackwell...7,*
100432,John Smith432,Seattle,HR Manager,Human Resources,German,Mary Blackwell...8,*
100433,John Smith433,San Francisco,Planning,Operations,French,Mary Blackwell...9,*
100434,John Smith434,Atlanta,IT Support,Operations,French,Mary Blackwell...10,*
100435,John Smith435,Denver,Planning,Operations,French,Mary Blackwell...11,*
100436,John Smith436,Portland,IT Support,Operations,French,Mary Blackwell...12,*
100437,John Smith437,Miami,Sales Rep,Sales,Spanish,Mary Blackwell...13,*
100438,John Smith438,Orlando,Senior Sales Rep,Sales,French,Mary Blackwell...14,*
100439,John Smith439,Charlotte,Sales Manager,Sales,French,Mary Blackwell...15,*
100440,John Smith440,Chicago,Sales Rep,Sales,French,Mary Blackwell...16,*
100441,John Smith441,Manchester,Trainer,Training,French,Mary Blackwell...17,LMS
100442,John Smith442,Tucson,Technical Writer,Training,Spanish,Mary Blackwell...18,*
100443,John Smith443,Cincinati,Trainer,Training,French,Mary Blackwell...19,LMS
100444,John Smith444,Baltimore,Traning Manager,Training,French,Mary Blackwell...20,*
100445,John Smith445,New Jersey,IT Support,Transportation,French,Mary Blackwell...21,*
100446,John Smith446,Honolulu,Delivery,Transportation,French,Mary Blackwell...22,*
100447,John Smith447,Fairbanks,Transportation Manager,Transportation,French,Mary Blackwell...23,*
100448,John Smith448,Anchorage,Delivery,Transportation,French,Mary Blackwell...24,*
100449,John Smith449,Salt Lake City,Accountant,Accounting,French,Mary Blackwell...25,GAAP
100450,John Smith450,San Diego,Accounting Manager,Accounting,French,Mary Blackwell...26,GAAP
100451,John Smith451,Boston,Accountant,Accounting,French,Mary Blackwell...27,GAAP
100452,John Smith452,New York,Technical Support,Accounting,French,Mary Blackwell...28,*
100453,John Smith453,Los Angeles,Forecaster,Finance,French,Mary Blackwell...29,Predictive Analysis
100454,John Smith454,Phoenix,Investment,Finance,French,Mary Blackwell...30,*
100455,John Smith455,Houston,Investment,Finance,French,Mary Blackwell...31,*
100456,John Smith456,Austin,Technical Support,Finance,French,Mary Blackwell...32,*
100457,John Smith457,Seattle,Recruiter,Human Resources,German,Mary Blackwell...33,ATS
100458,John Smith458,San Francisco,Recruiter,Human Resources,French,Mary Blackwell...121,ATS
100459,John Smith459,Atlanta,Hiring Manager,Human Resources,French,Mary Blackwell...122,*
100460,John Smith460,Denver,HR Manager,Human Resources,French,Mary Blackwell...123,*
100461,John Smith461,Portland,Planning,Operations,French,Mary Blackwell...124,*
100462,John Smith462,Miami,IT Support,Operations,Spanish,Mary Blackwell...125,*
100463,John Smith463,Orlando,Planning,Operations,French,Mary Blackwell...126,*
100464,John Smith464,Charlotte,IT Support,Operations,French,Mary Blackwell...127,*
100465,John Smith465,Chicago,Sales Rep,Sales,French,Mary Blackwell...128,Sales Techniques
100466,John Smith466,Manchester,Senior Sales Rep,Sales,French,Mary Blackwell...129,*
100467,John Smith467,Tucson,Sales Manager,Sales,Spanish,Mary Blackwell...130,Sales Techniques
100468,John Smith468,Cincinati,Sales Rep,Sales,French,Mary Blackwell...131,Sales Techniques
100469,John Smith469,Baltimore,Trainer,Training,French,Mary Blackwell...132,LMS
100470,John Smith470,New Jersey,Technical Writer,Training,French,Mary Blackwell...133,*
100471,John Smith471,Honolulu,Trainer,Training,French,Mary Blackwell...134,LMS
100472,John Smith472,Fairbanks,Traning Manager,Training,French,Mary Blackwell...135,*
100473,John Smith473,Anchorage,IT Support,Transportation,French,Mary Blackwell...136,*
100474,John Smith474,Salt Lake City,Delivery,Transportation,French,Mary Blackwell...137,*
100475,John Smith475,San Diego,Transportation Manager,Transportation,French,Mary Blackwell...138,*
100476,John Smith476,Boston,Delivery,Transportation,French,Mary Blackwell...139,*
100477,John Smith477,New York,Accountant,Accounting,French,Mary Blackwell...140,GAAP
100478,John Smith478,Los Angeles,Accounting Manager,Accounting,French,Mary Blackwell...141,GAAP
100479,John Smith479,Phoenix,Accountant,Accounting,French,Mary Blackwell...142,GAAP
100480,John Smith480,Houston,Technical Support,Accounting,French,Mary Blackwell...143,*
100481,John Smith481,Austin,Forecaster,Finance,French,Mary Blackwell...144,Predictive Analysis
100482,John Smith482,Seattle,Investment,Finance,German,Mary Blackwell...145,*
100483,John Smith483,San Francisco,Investment,Finance,French,Mary Blackwell...146,*
100484,John Smith484,Atlanta,Technical Support,Finance,French,Mary Blackwell...147,*
100485,John Smith485,Denver,Recruiter,Human Resources,French,Mary Blackwell...148,ATS
100486,John Smith486,Portland,Recruiter,Human Resources,French,Mary Blackwell...149,ATS
100487,John Smith487,Miami,Hiring Manager,Human Resources,Spanish,Mary Blackwell...150,*
100488,John Smith488,Orlando,HR Manager,Human Resources,French,Mary Blackwell...151,*
100489,John Smith489,Charlotte,Planning,Operations,French,Mary Blackwell...152,*
100490,John Smith490,Chicago,IT Support,Operations,French,Mary Blackwell...153,*
100491,John Smith491,Manchester,Planning,Operations,French,Mary Blackwell...154,*
100492,John Smith492,Tucson,IT Support,Operations,Spanish,Mary Blackwell...155,*
100493,John Smith493,Cincinati,Sales Rep,Sales,French,Mary Blackwell...156,Sales Techniques
100494,John Smith494,Baltimore,Senior Sales Rep,Sales,French,Mary Blackwell...157,Sales Techniques
100495,John Smith495,New Jersey,Sales Manager,Sales,French,Mary Blackwell...158,Sales Techniques
100496,John Smith496,Honolulu,Sales Rep,Sales,French,Mary Blackwell...159,Sales Techniques
100497,John Smith497,Fairbanks,Trainer,Training,French,Mary Blackwell...160,LMS
100498,John Smith498,Anchorage,Technical Writer,Training,French,Mary Blackwell...161,*
100499,John Smith499,Salt Lake City,Trainer,Training,French,Mary Blackwell...162,LMS
100500,John Smith500,San Diego,Traning Manager,Training,French,Mary Blackwell...163,*
100501,John Smith501,Boston,IT Support,Transportation,French,Mary Blackwell...164,*
100502,John Smith502,New York,Delivery,Transportation,French,Mary Blackwell...165,*
100503,John Smith503,Los Angeles,Transportation Manager,Transportation,French,Mary Blackwell...166,*
100504,John Smith504,Phoenix,Delivery,Transportation,French,Mary Blackwell...167,*
100505,John Smith505,Houston,Accountant,Accounting,French,Mary Blackwell...168,GAAP
100506,John Smith506,Austin,Accounting Manager,Accounting,French,Mary Blackwell...169,GAAP
100507,John Smith507,Seattle,Accountant,Accounting,German,Mary Blackwell...170,GAAP
100508,John Smith508,San Francisco,Technical Support,Accounting,French,Mary Blackwell...171,*
100509,John Smith509,Atlanta,Forecaster,Finance,French,Mary Blackwell...172,Predictive Analysis
100510,John Smith510,Denver,Investment,Finance,French,Mary Blackwell...173,*
100511,John Smith511,Portland,Investment,Finance,French,Mary Blackwell...174,*
100512,John Smith512,Miami,Technical Support,Finance,Spanish,Mary Blackwell...175,*
100513,John Smith513,Orlando,Recruiter,Human Resources,French,Mary Blackwell...176,ATS
100514,John Smith514,Charlotte,Recruiter,Human Resources,French,Mary Blackwell...177,ATS
100515,John Smith515,Chicago,Hiring Manager,Human Resources,French,Mary Blackwell...178,*
100516,John Smith516,Manchester,HR Manager,Human Resources,French,Mary Blackwell...179,*
100517,John Smith517,Tucson,Planning,Operations,Spanish,Mary Blackwell...286,*
100518,John Smith518,Cincinati,IT Support,Operations,French,Mary Blackwell...287,*
100519,John Smith519,Baltimore,Planning,Operations,French,Mary Blackwell...288,*
100520,John Smith520,New Jersey,IT Support,Operations,French,Mary Blackwell...289,*
100521,John Smith521,Honolulu,Sales Rep,Sales,French,Mary Blackwell...290,Sales Techniques
100522,John Smith522,Fairbanks,Senior Sales Rep,Sales,French,Mary Blackwell...291,Sales Techniques
100523,John Smith523,Anchorage,Sales Manager,Sales,French,Mary Blackwell...292,Sales Techniques
100524,John Smith524,Salt Lake City,Sales Rep,Sales,French,Mary Blackwell...293,Sales Techniques
100525,John Smith525,San Diego,Trainer,Training,French,Mary Blackwell...294,LMS
100526,John Smith526,Boston,Technical Writer,Training,French,Mary Blackwell...295,*
100527,John Smith527,New York,Trainer,Training,French,Mary Blackwell...296,LMS
100528,John Smith528,Los Angeles,Traning Manager,Training,French,Mary Blackwell...297,*
100529,John Smith529,Phoenix,IT Support,Transportation,French,Mary Blackwell...298,*
100530,John Smith530,Houston,Delivery,Transportation,French,Mary Blackwell...299,*
100531,John Smith531,Austin,Transportation Manager,Transportation,French,Mary Blackwell...300,*
100532,John Smith532,Seattle,Delivery,Transportation,German,Mary Blackwell...301,*
